#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	spl
#open	2021-05-09-13-37-16
#fields	uid	orig_spl	resp_spl	orig_spt	resp_spt
#types	string	vector[count]	vector[count]	vector[double]	vector[double]
CXr7L6cOZbIauwbRg	40,240,256	40,416,96	0.0,1.429757,0.001304	0.0,0.075274,0.0
C2YNPXILgS17WcF9k	40	40	0.0	0.0
C3nHU02R8U7YrqzuKd	40	40	0.0	0.0
Clddfn1fkVPEsLnsE3	40	40	0.0	0.0
C6zHY1R91AMU6WVZ	40	40	0.0	0.0
CpRV1vrNKSCYff0p8	40	40	0.0	0.0
CzY7agfoM9OZq7IZ	40	40	0.0	0.0
CH7Tj13NwEXmI0UAul	40	40	0.0	0.0
CF359JyKYzEw6Qfmj	40	40	0.0	0.0
CMg5C72G7IaylfWdqb	36,551	36,395,416	0.0,0.09283	0.0,0.50385,0.0
CGhFjW2SrYv1SvlU46	40	40	0.0	0.0
CsMo6E2Qeqpgbo3rZ9	40	40	0.0	0.0
COMMJEn6vmM9BOdYe	40	40	0.0	0.0
CNYUdf1fVfPTeEXub3	40	40	0.0	0.0
C8H1oc18nJNGuNnOjg	40	40	0.0	0.0
C6mSb53JIoY8f1faK7	40	40	0.0	0.0
Ce8LkGoKBz8WzA4bh	36,367	36,293,323,28	0.0,5.664015	0.0,0.808682,0.0,0.0
CBHOps4Amhblp5gyig	40	40	0.0	0.0
CA96wZ24ckbDo89dUk	40,456	40,488,24	0.0,0.105274	0.0,0.058719,0.000292
C7A7Ww1RHEJllK2sUd	40	40	0.0	0.0
CkEcBg3jgn23aSlqpa	40	40	0.0	0.0
CkZ9Ho1LACvMr15Uf8	40	40	0.0	0.0
CK6leCDfZTAaK08y3	40	40	0.0	0.0
CIf8Da3ZYmBLNb6aQh	40	40	0.0	0.0
CBHwPY1eJJ5M9RO3ph	40	40	0.0	0.0
C3ztDI4AD0h1jDGwk	40	40	0.0	0.0
CcRd7wRGol5lklzjg	40,312	40,192,32,24	0.0,3.240038	0.0,0.026356,0.0,15.000001
CTge4x1BjZn1sbyXK	40	40	0.0	0.0
Cc26YUYLJsoBZXkE4	40	40	0.0	0.0
CP5QsgPpNF1oQDjld	40	40	0.0	0.0
CtOAVr39oUM4isX9d2	40,1048,1048	40,416,416	0.0,0.044276,0.830045	0.0,0.023522,0.022935
Cf87bN3OTPcC9WNSke	40	40	0.0	0.0
C91AGYlbSEESZt0m3	40	40	0.0	0.0
CPYsq2OnexYq5hGL3	40	40	0.0	0.0
Ch5L111kaYqcE6igzl	40	40	0.0	0.0
CWA3XK3OCCV6rL7w1i	40	40	0.0	0.0
COcvaRnqkmPy8i2n1	40	40	0.0	0.0
CRqwhC3dhTybC12U1i	40	40	0.0	0.0
CgfV5X1TG7hxYBvyc6	40,832	40,1320,24	0.0,1.418811	0.0,0.47451,64.999234
C4Up5PEXECf7ZMW5l	40	40	0.0	0.0
CKy3jd2e3dRU2iiNQ2	40	40	0.0	0.0
ClbTN24gAX8MSUPHk6	40	40	0.0	0.0
CuhKNjTKHjmX4XXye	40	40	0.0	0.0
CRx4ff2RkekOALm1ni	40	40	0.0	0.0
CeXZ5o39Tm2c5VcSv8	40	40	0.0	0.0
C59aN914c1ftSm6Dc6	40	40	0.0	0.0
CLH3P54R1lcLY9eHsh	40	40	0.0	0.0
ChHsz53IxLGJkvphoh	40	40	0.0	0.0
CjVbvX3izCQOB5l7kb	40	40	0.0	0.0
CwmGK33Jd11dB7fphg	40	40	0.0	0.0
CZgwxD1i0z8LeN13ri	40	40	0.0	0.0
CanTbP1MBAgM7tBtFh	40	40	0.0	0.0
CKAKov1MPoewH5zizc	40	40	0.0	0.0
Cvvnpf22k77OO5qX9e	40	40	0.0	0.0
CRhcWZ8srwJn40brd	40	40	0.0	0.0
CtYtyM1Ddnr19P2nN9	40	40	0.0	0.0
C2ZhrwJ0REy8n4Ybi	40	40	0.0	0.0
COEkzT1mGmLACLglm9	40	40	0.0	0.0
ChxDug4tmNuKGW8V76	40	40	0.0	0.0
Ckhs7O34ua1pAyHZD8	40	40	0.0	0.0
CR9WJvrWz8tmWMlAj	40	40	0.0	0.0
CFCp9K3tJ78P13cSTe	64	64	0.0	0.0
CyZPlM3iJYSuuqtzQe	40	40	0.0	0.0
CMac8b4ni9ez90pgU9	40	40	0.0	0.0
CkWNxN3ysXLm6hv6D9	40	40	0.0	0.0
CTWyWx3A9K9kPgQNK9	40	40	0.0	0.0
CVEMUz4zZNsGvbVb55	40	40	0.0	0.0
C2aLSf1Y4ncGCPUOB5	40	40	0.0	0.0
CfqMxl3jDMefz5bm4h	40	40	0.0	0.0
CkJfKs3DoabeyDVLC3	40	40	0.0	0.0
CJQ51O2OdDx2CQjZ76	40	40	0.0	0.0
CCnR2716IxE1rbsdX5	40	40	0.0	0.0
C94fEJ16lkRdWL6pY5	40	40	0.0	0.0
CKEiIa2NhktmZ4DuM4	40	40	0.0	0.0
C2zekZu71GgEpHAcf	40	40	0.0	0.0
ChOdPg1UDEg6nAB9Od	40	40	0.0	0.0
ChuhPF1iopMaTVkmv6	40	40	0.0	0.0
C3VGjg4EQS9KWPsvbk	40	40	0.0	0.0
CrfQ3dANT5L1IlM0j	40,664	40,432	0.0,0.054124	0.0,0.020869
CFNg7i1Ob9K2O6gRVk	40,600,608	40,1960,4992,24	0.0,0.091994,2.202004	0.0,0.001787,0.002016,65.001185
CKdCDu3dpW26eanQxd	40	40	0.0	0.0
Ca7gUp2W1J93Sp1eM1	40	40	0.0	0.0
CMGRsd3Dkgh6ofO9A	40	40	0.0	0.0
C0Kpkg2FMGrGm1YKrg	40	40	0.0	0.0
Cq81i82g6IKqPPiIOa	40	40	0.0	0.0
CvBxib3tCUtJPVB2p7	40	40	0.0	0.0
ChmwYx3WJMY9dZNWm6	40	40	0.0	0.0
C498T025UGjaa2hGBh	40	40	0.0	0.0
CUGXML22848JYecQHe	40	40	0.0	0.0
CLpkn1194YmaAbkdC2	40	40	0.0	0.0
C37JNl4vYan0ZGufSd	40	40	0.0	0.0
CBd1en3FHM8KENuZFg	40	40	0.0	0.0
Caxrbt1qc6iBTRLG0h	40,472,480,624	40,16408,16408,16408,14128,1544,2592	0.0,0.075814,4.0377,1.630072	0.0,0.052303,0.025991,0.024928,0.023013,0.026289,0.026212
CTc4RMsk7Xe9B6s48	40	40	0.0	0.0
CEF44C2Ogt15I1rVha	40,624	40,1168	0.0,0.051824	0.0,0.03144
C74484380Rc6Nwtyzl	40	40	0.0	0.0
CmQSRp3Vu0CBNlZUBg	40	40	0.0	0.0
CLFAzD4g2x71bo4ZA3	40	40	0.0	0.0
CreJw82CJkxtkWD3u2	40	40	0.0	0.0
CwE0ae45Hx1QmGLeXk	40	40	0.0	0.0
Ci1chb4dgxtZzT6Rb3	40	40	0.0	0.0
CiCINlykHONnNKtsh	40	40	0.0	0.0
Cdzx9k1OOFmxZiKf9h	40	40	0.0	0.0
Cazmtf3JiBS4dCMOlk	36,592	36,4020,97,2849	0.0,0.054254	0.0,0.025159,0.0,0.000739
CSEWjh46jLmDzFPjzk	40	40	0.0	0.0
CnxCOg1tpDtKC5nCL2	40	40	0.0	0.0
CTsKZ82tnimSzqxUlf	40	40	0.0	0.0
CxqpX4psXHrZIRQZg	40,360,696	40,8280,16408,16376,16408,16280,16408,16280,16408,14608,32,1488,576,32,24	0.0,4.114949,1.119872	0.0,0.027994,0.003095,0.020281,0.002717,0.001987,0.001976,0.021295,0.001984,0.001041,0.0,0.025849,0.0,0.000276,60.000949
ChTeyn4u9LD6xhJ7bf	40	40	0.0	0.0
CyUY4Y1VCQu6dBiEE2	40	40	0.0	0.0
CDgLom1Am5l7JNiAi	40	40	0.0	0.0
CPrgeJxdvBdFTEsA4	64	64	0.0	0.0
C3ysS92cn33AvBRpKk	40	40	0.0	0.0
C5tA7B4JBaUvwIFlof	40	40	0.0	0.0
CsTzrQ2gpRY6iKKzl2	40	40	0.0	0.0
CSq58N1z3LAS4lXwG3	40	40	0.0	0.0
C2VJFu1hheJ3I3OPt6	40	40	0.0	0.0
C3EC6I29lfwzxAs0s4	40,832	40,1320,24	0.0,1.599998	0.0,0.516427,64.998388
CH23Xh38DZxj4bbq8l	40	40	0.0	0.0
CeHCcgyxSMWX1XmXk	40	40	0.0	0.0
CYvvJ51WZ0x7RlURlc	40	40	0.0	0.0
CVKoWw0q1WHmsYGfe	40	40	0.0	0.0
Cf7hCS33ORK5bc44uk	40	40	0.0	0.0
C5Ce1x2cCm4n2s6Yxl	40	40	0.0	0.0
COPZBYezOQapCDe2c	40	40	0.0	0.0
CAsRcZs4XzL41rt9f	40	40	0.0	0.0
C9HIdu2o0mbnCX8Qyc	40	40	0.0	0.0
CopKRG2x2AYpEBej1h	40	40	0.0	0.0
C4XDCXn6BVgVtoAj6	40	40	0.0	0.0
Coy4ei2nfu7QKJ3gUg	40	40	0.0	0.0
CviA6J35U9BEhbp075	40	40	0.0	0.0
CPcE0ps5AdNMmlO97	40,344,376	40,488,488	0.0,1.393927,0.136606	0.0,0.315212,0.408415
C9EDyw40W42q1EZeCl	40	40	0.0	0.0
CN5x9y3kqTFt2lqA1f	40	40	0.0	0.0
CipJEG2LMRMpV90avi	40	40	0.0	0.0
C9ml3A2ZEXByaJKgUd	40	40	0.0	0.0
C7qCzx28HVOe7f5jJh	64	64	0.0	0.0
CrWwcp2rKbAR2ADRL5	40	40	0.0	0.0
CTBV4O23DxBhgymUFh	40	40	0.0	0.0
C4zDNu299NtxGtFCRd	40	40	0.0	0.0
CEF6cH23TfqERAWtc7	40	40	0.0	0.0
Cyg6Qn4MaicTHpPFwc	40	40	0.0	0.0
Ct6Y7R2BRUkdfcEC2c	40	40	0.0	0.0
ChhDvu1b5CBRZAl1ke	40	40	0.0	0.0
CAV3qa2rDPmJ3ZJws4	40	40	0.0	0.0
Cdhs4i4Ys4ZdJE0V09	40	40	0.0	0.0
Cc4WE21r656L600K1f	40	40	0.0	0.0
CXgKut1M0Pm4CVLP0j	40	40	0.0	0.0
CpsuPR3iDaMLK7dZid	40	40	0.0	0.0
Cn7WWL1Yf3JklLaVKe	40	40	0.0	0.0
C8D9Ih4Ypqea9oY09a	40	40	0.0	0.0
CcoDqOoicURXAhVR2	40	40	0.0	0.0
CJaWdH2C7uHbhybEY3	40	40	0.0	0.0
CZqDC72Sv3td2Dvzrh	40	40	0.0	0.0
CGXf2X2xpqyGeg43oh	40	40	0.0	0.0
CgUnMV2e3rAyqJ3Cmj	40	40	0.0	0.0
CMEJqe4nWuQ9tnIU86	40	40	0.0	0.0
CDZB1N1DldX3guzuL	40	40	0.0	0.0
CKeQet3nh3TXm9sA46	40	40	0.0	0.0
CCXJW43U8e5Ge4DE0a	40	40	0.0	0.0
CEoQi84yWucExY6S4j	40	40	0.0	0.0
CUuL3m2f4yx5kzgUPg	40	40	0.0	0.0
CbKbxH3Xy25UIxOnrh	40	40	0.0	0.0
C41Zu73TuRgMSlDtHf	40	40	0.0	0.0
CFRWj91MqjXaivQ9d4	40	40	0.0	0.0
C29KT41trZT7KQPGe1	40	40	0.0	0.0
CATuzK1HxS75uU02id	40,211,26	40,35,26	0.0,0.04624,0.494824	0.0,0.392757,0.0
CNDUvd4vq87kGO8et6	40,832	40,1320,24	0.0,1.391847	0.0,0.32905,65.010534
C6ayEu3qBcxslydPoi	40	40	0.0	0.0
CS3E8k3XD6WMh1L3Q9	40	40	0.0	0.0
CPcdzc2yVk1KwXrt4c	40	40	0.0	0.0
CHinpZ153t4SzcKYLk	40	40	0.0	0.0
CoObRiysVlwOvRam3	40	40	0.0	0.0
CxS5Oz2bf3gyBPTKz	40	40	0.0	0.0
CT1U0K2SuhSTZFH2ue	40	40	0.0	0.0
C5undu1U3Jyif5smSk	40	40	0.0	0.0
CjW79867JgF74nsoa	40	40	0.0	0.0
CmdsPw1BFSE9qOJ9hi	40	40	0.0	0.0
CxGpae2qxvg4uaRMH8	40	40	0.0	0.0
CvJpFA1VyAVOgebVSj	40	40	0.0	0.0
CHq6322FgN4PY4rYoc	36,842	36,265,22	0.0,0.045516	0.0,0.026818,1.999726
CpN6S92d8lJxrpnji3	40	40	0.0	0.0
C0eIOkPBY2Bz61yv3	40	40	0.0	0.0
C6nKnl2OdEm75Fqc5j	40	40	0.0	0.0
CEcwTL1wfjx5OTHzVe	40,832	40,1320,24	0.0,1.753385	0.0,0.302518,65.005089
CNWbgF2QKtfdR4VqV	40,26	40,26	0.0,0.009912	0.0,0.185333
CHhEtw1D0BYqwFL8Wk	40	40	0.0	0.0
CXxTjX2IoZEtE8nJGj	40,1048,1048,1048,1048	40,416,416,416,416	0.0,0.028345,1.039191,1.105106,1.130498	0.0,0.024334,0.024815,0.0247,0.024988
C34o6Q3icJUi1oTv1	40,440	40,2952,16408,4416	0.0,0.051238	0.0,0.005838,0.00392,0.000045
CB543C454J6KLe33Oi	40	40	0.0	0.0
Cs9ohk1404PCFtjTYf	40	40	0.0	0.0
CtDQPH5CmbnS9aIQb	64	64	0.0	0.0
CjuLcF18r7Bf6LZrai	40	40	0.0	0.0
C38MUZ1r647O9yLo54	36,549,555,566,567,563	36,395,530,461,30,2501,28,396,1379,396,2359,396,1745	0.0,0.036884,0.020942,0.258686,0.084836,0.450674	0.0,1.122783,0.0,0.262238,0.0,0.000813,0.0,0.261575,0.000034,0.261875,0.000028,0.26156,0.85274
CtGqXe1Y5sy0Wmqiq8	40	40	0.0	0.0
CnLYyZ5NQShj5Ttl3	40	40	0.0	0.0
CvkeIq4be9iSbzMc	40	40	0.0	0.0
Ci5CDG5mVjvGtuS1j	40,26	40,26	0.0,0.003529	0.0,0.24621
CHlZhmdAREcOEsT0i	64	64	0.0	0.0
C54HfR3xWCR7IV9HK4	40	40	0.0	0.0
CSsmVn4F4GVzl4bGm1	40	40	0.0	0.0
Cg3JTj3DAqnRHDKXr5	40	40	0.0	0.0
CKyxEh2grt9L0ZrAL5	40	40	0.0	0.0
CeNMvu3neSEW4lluT2	40	40	0.0	0.0
C8oQhR3tQGE6vsETY4	40	40	0.0	0.0
C9UF4R3tBIZacwDak	40,832	40,1320,24	0.0,1.407145	0.0,0.497772,64.999335
CJ9exK1hNwd7T19D6a	40	40	0.0	0.0
CuTMLq3gUwtFSERwf3	40	40	0.0	0.0
C0DEHuj8XmnB9Ldbk	40	40	0.0	0.0
CdsNEo2Pj6Hvewf0Lc	40	40	0.0	0.0
CpcChO26hjpUAwjXt2	40	40	0.0	0.0
Czm1XS1MQsnlzZxyR4	40	40	0.0	0.0
CLGyDyNJq49kpMep9	40	40	0.0	0.0
CZ1slk17PhKGrh2kq7	40	40	0.0	0.0
CMnkHg3aQRSnaSB7G	40	40	0.0	0.0
CGyf0JldR0Hg5f8rl	40	40	0.0	0.0
C8EXbB4RcRZOadsf95	40	40	0.0	0.0
Ce3GS64WAdgelfIdR2	40	40	0.0	0.0
CbYJVf2pkDLh4wuxOb	40	40	0.0	0.0
CPZXKE36NBIMmJnzCc	40	40	0.0	0.0
CULRPg33eg4Jt8scl6	40	40	0.0	0.0
Cyxp5g4iPGW3JArhnj	40	40	0.0	0.0
CHodCf1fXaud9geoLg	40	40	0.0	0.0
CBaDCv1vlbtogV92b9	40,26	40,26	0.0,0.004128	0.0,0.229868
CKR6Ng3yMAqLzzkQHl	40	40	0.0	0.0
CUlq9r3z3P0j7zoa87	40	40	0.0	0.0
CeLDLs2WR5OAMMmkUl	40	40	0.0	0.0
CljQ4r2kntcbBmdfBi	40	40	0.0	0.0
ClqM1u4pt5EyALWY3g	40	40	0.0	0.0
C9qAHa3bscBeLkhbPc	40	-	0.0	-
CBhG6s1WyXtiabNcVe	40	40	0.0	0.0
CwyLXp3k38wzSTQNj1	40	40	0.0	0.0
CZbe4D4PfCZvDvAzUb	40,832	40,1320,24	0.0,1.621029	0.0,0.315043,64.987154
CHMRQLruBhiVh0Sl9	64	64	0.0	0.0
CzUsTC3B95jeRd1Wxg	40	40	0.0	0.0
CuPTNT3QCtbfBObhf2	40	40	0.0	0.0
CWMovU1M0iI8If9G2a	32,541	32,293,5132	0.0,0.064358	0.0,0.353171,0.000071
C8zgAL3bGjhQsiw1k1	40	40	0.0	0.0
Co6d8c2WvuU5jrZCNk	40	40	0.0	0.0
CQMhei46eqHwi8nMu5	40,26	40,26	0.0,0.005001	0.0,4.676995
CHBXrf2zWcuDHmrFja	40	40	0.0	0.0
C2gkoQ3oYkJA0EWSj3	40,624,624,624	40,2288,5856,1752	0.0,0.061646,0.052524,0.688933	0.0,0.026416,0.026831,0.026695
CULPwR1isY2NmoEW2f	40,832	40,1312,24	0.0,1.859679	0.0,0.290152,64.998677
CWDqtM3ZCcTqkw5GWj	64	64	0.0	0.0
Cbn5vu45WEDxRlAC2b	40	40	0.0	0.0
CWth9BTwQRHFeupD4	40	40	0.0	0.0
CiepRw3HKiYPPmL7Ec	40	40	0.0	0.0
CDSRVF37YGyqA5fbs7	40	40	0.0	0.0
CnHGlf1N4cSltcLXVl	40	40	0.0	0.0
CZFc7F2AERMbyJFPE8	40	40	0.0	0.0
CJms9D4y0nwrn4Ereg	40,832	40,1320,24	0.0,1.566308	0.0,11.248359,54.023809
COsfP74UukJrw1SrU7	40	40	0.0	0.0
COu8lmoT2DWJO5pTf	40	40	0.0	0.0
Cr1yWo1XTveWPBIauh	40	40	0.0	0.0
CMLMkh4bOBy1IaMql7	40	40	0.0	0.0
CBcAc7269nNwvz98Kl	40	40	0.0	0.0
Ci9pwm44t40SHrir4e	40	40	0.0	0.0
CWTvGs4XkNoqoDE30k	40	40	0.0	0.0
CdCV0i2rTlhGQJlcG1	40	40	0.0	0.0
CivwU01Pdzpzshayjc	40	40	0.0	0.0
Cu5rn34AXgu6B4RAJg	40	40	0.0	0.0
CQMfZp1gL0VhOjE7g2	40	40	0.0	0.0
CJHasE6FmoGPxASc1	40	40	0.0	0.0
ChY7Ij3XA9q8ROxyqc	32,251	32,197,18	0.0,1.385196	0.0,0.271808,59.079413
CtzV0m3P3l9Y64YRs8	40	40	0.0	0.0
CTYFMF3DJq3Fg79Wg9	32,1035,36,254	32,132,16055,16055,8818,8776,8776,7316,16055,16055,1518,15711,18	0.0,1.369442,0.001501,0.110214	0.0,0.349183,0.352462,0.173316,0.003477,0.002495,0.093373,0.075577,0.004041,0.095963,0.001164,0.078825,57.978
CC6JEo2zVPzcAhlDuh	40	40	0.0	0.0
Ca61xy4htwbfBs2zo	40	40	0.0	0.0
CLenPt2ssFXnjzUIj	40	40	0.0	0.0
CqWhM01DcZIOni9Vei	40	40	0.0	0.0
CdYwi13Gzi5QKkjCz8	40	40	0.0	0.0
C6X9yA3GRkQxJ3Qz1h	40,832	40,1320,24	0.0,1.882451	0.0,0.488372,65.006749
CEKh7b29utBxVfNz1g	40	40	0.0	0.0
CAnUuO1hRcaZEDN696	40	40	0.0	0.0
CxzWXs2bL8yN6G7wmf	40	40	0.0	0.0
CdJZ1r19g72st5mynd	40	40	0.0	0.0
CNR4DC4Xas3YUpUbYc	40	40	0.0	0.0
C2u9b63pmHPRs1obxd	40	40	0.0	0.0
CZe1QE3XtTCjHAAYVk	40	40	0.0	0.0
Cnob0j1XZ94QB8sbng	40	40	0.0	0.0
CTdSH80AT4l0jabN	40,1000	40,256,32	0.0,0.288424	0.0,0.026527,0.0
CQR4ZG3DPG2EjLX0h8	40	40	0.0	0.0
CQ3A1e3UZca7YJSNLe	40	40	0.0	0.0
CTws3b3Vrmcsyfth7h	40	40	0.0	0.0
Cid4O83ivZFq24dGC3	40	40	0.0	0.0
CVvKPBJbNeMv7QOzk	40	40	0.0	0.0
CSZg8g29pr6jwSXoY4	40	40	0.0	0.0
CZZDsc11KQiWPb7V9h	40,384,400,392	40,1712,2784,48,1496,16408,7280,1488,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,14968	0.0,0.100271,1.041015,2.401641	0.0,0.008729,0.001024,0.0,0.009012,0.006952,0.000089,0.008309,0.002011,0.001994,0.003995,0.001993,0.007011,0.00198,0.001984,0.002992,0.078024,0.001998,0.002003
CYcHxn15ymzGwMOYK4	40,384,384,400,384	40,4488,48,16408,10488,16408,9288,12912,3528,48	0.0,0.060055,0.606354,0.894127,2.762169	0.0,0.010005,0.0,0.013093,0.002499,0.585875,0.00101,0.01211,0.00003,0.0
CuUoAc1FD1mdy3bMde	40	40	0.0	0.0
CMiL7E3shebciiOYmi	40	40	0.0	0.0
CzYLwQ1DIRirRi3GY5	40	40	0.0	0.0
CCjGR04NJ1seE9B7F6	40	40	0.0	0.0
CjbmmkPsRlNgBuzxk	40	40	0.0	0.0
CsSyki1XCagz6UpY54	40,256	40,384,24	0.0,0.030445	0.0,0.297736,65.00308
CQlaQWq2LGYhtpD0g	40,832	40,1320,24	0.0,1.328188	0.0,0.305269,65.015198
CAQkKC4TZYyFokXcXh	40	40	0.0	0.0
C3K1Lap1b0xDxt2i	36,594,601	36,4020,97,4020,4020,1035,339	0.0,0.083393,4.205082	0.0,0.01595,0.0,0.000654,0.001066,0.000017,0.019693
CWKiva4Lss2EMNc8Fj	40	40	0.0	0.0
CNV0o41Lx8nKEf4NCc	40	40	0.0	0.0
CbpDH4309IfNpNBtRi	64	64	0.0	0.0
CiAIsO2QVpmjCDKs0k	40	40	0.0	0.0
CVqKmm4mA7Zs7k6T25	40	40	0.0	0.0
CsgOgY2WPAXAjEopne	64	64	0.0	0.0
CYLoobvF1gwK5Af4h	40	40	0.0	0.0
CptA8gwAHxgzuZqXi	40	40	0.0	0.0
CNt1ivWlGxdZfP0og	40	40	0.0	0.0
CJHJbE1NbeRQxjVTFf	40	40	0.0	0.0
CR3AB72D2cpf9CMOZg	40	40	0.0	0.0
CQ8bxve6TBgAduNUj	40	40	0.0	0.0
CpPXnU3XpYCM7b1R1h	40	40	0.0	0.0
CdufhR2f3R3s89nqBc	40	40	0.0	0.0
CYQMgP2y7oQ7FvdSZk	40	40	0.0	0.0
C3Dt011UDT1s4eSy3j	40	40	0.0	0.0
Cn6TOX3oJuWvJeO86h	40	40	0.0	0.0
CzOkHy4qapyzVcQdZf	40	40	0.0	0.0
CUDhV94bMZpbljgtt4	60,509,762	60,2940,4020,4020,3604,359,319,22	0.0,0.174754,1.730381	0.0,0.032083,0.000933,0.000246,0.028298,0.0,0.033556,10.000028
CxJZc2HDH2DvBom06	40	40	0.0	0.0
CniCSJ3yUh1LTFc4Be	40	40	0.0	0.0
C4IrEvf6WrWjTl2a1	40,832	40,1312,24	0.0,1.622847	0.0,0.279772,64.998647
CiJ8ylreNrByWc7D7	40	40	0.0	0.0
CJIgRi13bySb0pFE2k	40	40	0.0	0.0
CRamOj3YMvqTIvBAg	40,832	40,1320,24	0.0,2.090818	0.0,0.596816,65.00025
CLH8MO1GkHrjufFMUl	40	40	0.0	0.0
C5JXub3f0wAmvj80la	40	40	0.0	0.0
ClA2q916C54wDEHSd9	40	40	0.0	0.0
CwMay73nReDNnhsUAf	40	40	0.0	0.0
CQzpki1NGeHyd4XrMb	40	40	0.0	0.0
Cr8kj14Hnehr0M0jE4	40	40	0.0	0.0
CODzC21V0PL9rKGfA3	40	40	0.0	0.0
CXw22f2EWj2C7UcOR3	40	40	0.0	0.0
CVukCr1h5IlIaMYef9	40	40	0.0	0.0
CLFzRq4GHUMTb3w1w9	40	40	0.0	0.0
CX8fRk1e12qdPFu1N9	40	40	0.0	0.0
CqnVGD3cr355JooWb6	40	40	0.0	0.0
CShl091XgwYc0FyOY2	40	40	0.0	0.0
C2Y5SbMb9lYMScSl	40	40	0.0	0.0
CbjYkG1zhJkB8zDQ64	40	40	0.0	0.0
CZhy9S3IaEWcKJgRG	40	40	0.0	0.0
Cg2yOH2YPnm8fPcYD9	40	40	0.0	0.0
CWEzPP3DnScRinOJp4	40	40	0.0	0.0
CtAjm21OIZ6iiWPXr7	64	64	0.0	0.0
ClTRuM35nZmpvvEr5h	40	40	0.0	0.0
Cc0yf93t5CmYKR7cCe	40	40	0.0	0.0
C0gWPi2G8E4CML6doe	40	40	0.0	0.0
CIhyBz4HaJiXNiuoQe	40	40	0.0	0.0
CtscNN2xBuBU9JKwp8	64	64	0.0	0.0
CvAM2q4XtUa13I6FA3	40	40	0.0	0.0
ChITPz3rSfn0EPAvUl	64	64	0.0	0.0
C60mhj2a8F00fIIFjj	40	40	0.0	0.0
CYl5N5ytGpeotDQUa	40	40	0.0	0.0
CrYpcEf700BQdizd2	40	40	0.0	0.0
CNFdBy4nZxOkpZHowf	40	40	0.0	0.0
C6tZXr2LIBcxA4ezP	40	40	0.0	0.0
CeWYuHcuEgVUmLMdc	40	40	0.0	0.0
C38twT12eGnEtZPMA7	64	64	0.0	0.0
Cjrd704FIA3VJN8LIj	40	40	0.0	0.0
ChpBTl3C5loVjk69rc	40	40	0.0	0.0
CVbCS01YvlO7SgTDN3	40	40	0.0	0.0
CJHi4E1WDbvfY8XUsf	40	40	0.0	0.0
CVsvJO3tV2XmpSGRxb	40	40	0.0	0.0
Cb0AAQ2k1C2QrE3NN3	40	40	0.0	0.0
Cmufq31LUiW0tPKF76	40	40	0.0	0.0
CSz2fY3k05AklSnXt	40	40	0.0	0.0
CYG05dLR8ZcFlVdme	40	40	0.0	0.0
C4N59xpuyS4cIc53e	40	40	0.0	0.0
Cgzyp1A0byq9eQ7eb	40	40	0.0	0.0
CiqCMxDPQNoe9Fzj	40	40	0.0	0.0
CATmlm3VxRlTo1vTI3	40	40	0.0	0.0
CZUoCB1ulZBeNE8Lwk	40	40	0.0	0.0
CmHixi80Ihc9UgjB6	40	40	0.0	0.0
CjwRSw285V2EpCBeW8	40	40	0.0	0.0
CbH6zl308O5IVHLRb7	40,1080	40,256,32,24	0.0,0.130914	0.0,0.033352,0.0,75.004109
CJoWuX2EcpBANdDUU8	40,160,536,568	40,288,432,2664,24	0.0,1.232035,0.829326,0.308382	0.0,0.043687,0.062672,0.044662,74.9996
C9BuBL3ewO5g1IvSoe	40,832	40,1320,24	0.0,2.120913	0.0,0.418127,64.998842
CbZfmv2DJFmvbcGs6b	40,832	40,1320,24	0.0,2.076903	0.0,0.873188,64.424238
CBTWtomRLs0vCU9S6	40	40	0.0	0.0
CFd7mq1KpFMw2Aj6gc	40	40	0.0	0.0
CM1ZBT1Az88yFU4kJk	40	40	0.0	0.0
C7wvn54KsVAPKNvn2i	40	40	0.0	0.0
CXhdgP3MliP3RnR39b	40,256	40,384,24	0.0,0.051675	0.0,0.277503,65.00604
C9sc1h2ocB9YbdmAFf	40	40	0.0	0.0
ChZ7CV2hLPwwGound6	40	40	0.0	0.0
CuBHGY39xKESBmyq19	40	40	0.0	0.0
CXjlKNoogOJc9pFid	40,26	40,26	0.0,0.00346	0.0,0.203535
CHb0vO1tKZhKpXQjx9	40	40	0.0	0.0
C2XQWF1x1hxyOuF2Fh	40	40	0.0	0.0
CMplAf3rOQHLf3xb4b	40	40	0.0	0.0
Cl4fRj29Dbo36To1tl	40,1048,1048,1048	40,416,416,416	0.0,0.028248,0.870372,1.169233	0.0,0.023396,0.022765,0.023747
C2xzm8199ivUKYZg94	64	64	0.0	0.0
CqdNifkBlSeqLGgHf	40	40	0.0	0.0
C93Fwo1fUUW5rcivBc	40	40	0.0	0.0
C2nUYg2XCR92AKI2b	40	40	0.0	0.0
CLobMi136B0Bod6Dmc	40,26	40,26	0.0,0.017472	0.0,0.844788
Cb3UpM2gt8nbLsryZb	40	40	0.0	0.0
C3URIi1mVvhrxlpDt2	40	40	0.0	0.0
CYFVoz1TP4WZabTjq4	40	40	0.0	0.0
Csq6dh4h89EVKtVFca	40	40	0.0	0.0
C9X7Rv3eLttabVVXNe	40	40	0.0	0.0
CNVxpD16PEc2ZRoJj1	40	40	0.0	0.0
